@relation winequality-white
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.0090,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Quality{0,1,2,3,4,5,6,7,8,9,10}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Quality
@data
7.0, 0.27, 0.36, 20.7, 0.045, 45.0, 170.0, 1.001, 3.0, 0.45, 8.8, 6
6.6, 0.16, 0.4, 1.5, 0.044, 48.0, 143.0, 0.9912, 3.54, 0.52, 12.4, 7
7.4, 0.27, 0.48, 1.1, 0.047, 17.0, 132.0, 0.9914, 3.19, 0.49, 11.6, 6
8.5, 0.24, 0.39, 10.4, 0.044, 20.0, 142.0, 0.9974, 3.2, 0.53, 10.0, 6
6.5, 0.39, 0.23, 5.4, 0.051, 25.0, 149.0, 0.9934, 3.24, 0.35, 10.0, 5
6.7, 0.23, 0.39, 2.5, 0.172, 63.0, 158.0, 0.9937, 3.11, 0.36, 9.4, 6
6.9, 0.19, 0.35, 5.0, 0.067, 32.0, 150.0, 0.995, 3.36, 0.48, 9.8, 5
6.6, 0.38, 0.15, 4.6, 0.044, 25.0, 78.0, 0.9931, 3.11, 0.38, 10.2, 6
7.1, 0.43, 0.61, 11.8, 0.045, 54.0, 155.0, 0.9974, 3.11, 0.45, 8.7, 5
7.1, 0.44, 0.62, 11.8, 0.044, 52.0, 152.0, 0.9975, 3.12, 0.46, 8.7, 6
7.1, 0.44, 0.62, 11.8, 0.044, 52.0, 152.0, 0.9975, 3.12, 0.46, 8.7, 6
9.8, 0.36, 0.46, 10.5, 0.038, 4.0, 83.0, 0.9956, 2.89, 0.3, 10.1, 4
7.2, 0.27, 0.46, 18.75, 0.052, 45.0, 255.0, 1.0, 3.04, 0.52, 8.9, 5
7.4, 0.16, 0.31, 6.85, 0.059, 31.0, 131.0, 0.9952, 3.29, 0.34, 9.7, 5
8.2, 0.23, 0.4, 1.2, 0.027, 36.0, 121.0, 0.992, 3.12, 0.38, 10.7, 6
8.5, 0.21, 0.41, 4.3, 0.036, 24.0, 99.0, 0.9947, 3.18, 0.53, 9.7, 6
8.1, 0.2, 0.4, 2.0, 0.037, 19.0, 87.0, 0.9921, 3.12, 0.54, 11.2, 6
6.4, 0.33, 0.31, 5.5, 0.048, 42.0, 173.0, 0.9951, 3.19, 0.66, 9.3, 6
6.8, 0.29, 0.56, 11.9, 0.043, 66.0, 230.0, 0.9972, 3.02, 0.63, 9.3, 5
7.0, 0.16, 0.32, 8.3, 0.045, 38.0, 126.0, 0.9958, 3.21, 0.34, 9.2, 5
7.5, 0.27, 0.36, 7.0, 0.036, 45.0, 164.0, 0.9939, 3.03, 0.33, 11.0, 5
6.4, 0.17, 0.32, 2.4, 0.048, 41.0, 200.0, 0.9938, 3.5, 0.5, 9.7, 6
7.2, 0.23, 0.38, 14.3, 0.058, 55.0, 194.0, 0.9979, 3.09, 0.44, 9.0, 6
7.7, 0.31, 0.26, 7.8, 0.031, 23.0, 90.0, 0.9944, 3.13, 0.5, 10.4, 5
6.8, 0.32, 0.34, 1.2, 0.044, 14.0, 67.0, 0.9919, 3.05, 0.47, 10.6, 4
6.7, 0.34, 0.3, 15.6, 0.054, 51.0, 196.0, 0.9982, 3.19, 0.49, 9.3, 5
6.3, 0.33, 0.27, 1.2, 0.046, 34.0, 175.0, 0.9934, 3.37, 0.54, 9.4, 6
7.9, 0.26, 0.41, 15.15, 0.04, 38.0, 216.0, 0.9976, 2.96, 0.6, 10.0, 6
7.3, 0.22, 0.37, 14.3, 0.063, 48.0, 191.0, 0.9978, 2.89, 0.38, 9.0, 6
6.8, 0.16, 0.4, 2.3, 0.037, 18.0, 102.0, 0.9923, 3.49, 0.42, 11.4, 7
7.7, 0.29, 0.48, 2.3, 0.049, 36.0, 178.0, 0.9931, 3.17, 0.64, 10.6, 6
6.9, 0.33, 0.21, 1.0, 0.053, 39.0, 148.0, 0.9927, 3.12, 0.45, 9.4, 6
5.7, 0.32, 0.5, 2.6, 0.049, 17.0, 155.0, 0.9927, 3.22, 0.64, 10.0, 6
7.2, 0.19, 0.39, 1.2, 0.036, 32.0, 85.0, 0.9918, 3.16, 0.5, 10.5, 5
7.2, 0.19, 0.39, 1.2, 0.036, 32.0, 85.0, 0.9918, 3.16, 0.5, 10.5, 5
7.0, 0.22, 0.31, 2.7, 0.03, 41.0, 136.0, 0.9898, 3.16, 0.37, 12.7, 7
6.0, 0.25, 0.28, 2.2, 0.026, 54.0, 126.0, 0.9898, 3.43, 0.65, 12.9, 8
6.9, 0.24, 0.36, 20.8, 0.031, 40.0, 139.0, 0.9975, 3.2, 0.33, 11.0, 6
6.0, 0.27, 0.27, 1.6, 0.046, 32.0, 113.0, 0.9924, 3.41, 0.51, 10.5, 7
6.3, 0.21, 0.58, 10.0, 0.081, 34.0, 126.0, 0.9962, 2.95, 0.46, 8.9, 5
6.7, 0.47, 0.34, 8.9, 0.043, 31.0, 172.0, 0.9964, 3.22, 0.6, 9.2, 5
6.6, 0.34, 0.28, 1.3, 0.035, 32.0, 90.0, 0.9916, 3.1, 0.42, 10.7, 6
6.5, 0.3, 0.29, 2.25, 0.037, 8.0, 210.0, 0.9937, 3.19, 0.62, 9.9, 5
5.9, 0.62, 0.28, 3.5, 0.039, 55.0, 152.0, 0.9907, 3.44, 0.44, 12.0, 6
7.4, 0.36, 0.33, 1.4, 0.025, 27.0, 55.0, 0.9915, 3.21, 0.33, 11.2, 6
6.1, 0.31, 0.26, 2.2, 0.051, 28.0, 167.0, 0.9926, 3.37, 0.47, 10.4, 6
7.4, 0.15, 0.42, 1.7, 0.045, 49.0, 154.0, 0.992, 3.0, 0.6, 10.4, 6
7.4, 0.25, 0.36, 13.2, 0.067, 53.0, 178.0, 0.9976, 3.01, 0.48, 9.0, 6
9.2, 0.25, 0.34, 1.2, 0.026, 31.0, 93.0, 0.9916, 2.93, 0.37, 11.3, 7
5.9, 0.21, 0.24, 12.1, 0.044, 53.0, 165.0, 0.9969, 3.25, 0.39, 9.5, 5
6.7, 0.34, 0.54, 16.3, 0.047, 44.0, 181.0, 0.9987, 3.04, 0.56, 8.8, 5
7.4, 0.24, 0.22, 10.7, 0.042, 26.0, 81.0, 0.9954, 2.86, 0.36, 9.7, 6
6.3, 0.27, 0.38, 0.9, 0.051, 7.0, 140.0, 0.9926, 3.45, 0.5, 10.5, 7
6.1, 0.28, 0.25, 17.75, 0.044, 48.0, 161.0, 0.9993, 3.34, 0.48, 9.5, 5
7.6, 0.56, 0.12, 10.4, 0.096, 22.0, 177.0, 0.9983, 3.32, 0.45, 9.1, 4
5.6, 0.235, 0.29, 1.2, 0.047, 33.0, 127.0, 0.991, 3.34, 0.5, 11.0, 7
7.8, 0.28, 0.22, 1.4, 0.056, 24.0, 130.0, 0.9944, 3.28, 0.48, 9.5, 5
6.1, 0.28, 0.25, 6.9, 0.056, 44.0, 201.0, 0.9955, 3.19, 0.4, 9.1, 6
6.2, 0.36, 0.26, 13.2, 0.051, 54.0, 201.0, 0.9976, 3.25, 0.46, 9.0, 5
6.9, 0.2, 0.34, 1.9, 0.043, 25.0, 136.0, 0.9935, 3.31, 0.6, 10.1, 4
6.3, 0.34, 0.28, 14.7, 0.047, 49.0, 198.0, 0.9977, 3.23, 0.46, 9.5, 5
8.4, 0.4, 0.7, 13.1, 0.042, 29.0, 197.0, 0.998, 3.06, 0.64, 9.7, 5
5.9, 0.34, 0.22, 2.4, 0.03, 19.0, 135.0, 0.9894, 3.41, 0.78, 13.9, 7
6.0, 0.3, 0.44, 1.5, 0.046, 15.0, 182.0, 0.99455, 3.5, 0.52, 10.4, 5
7.0, 0.21, 0.34, 8.0, 0.057, 19.0, 101.0, 0.9954, 2.99, 0.59, 9.4, 5
5.9, 0.26, 0.25, 12.5, 0.034, 38.0, 152.0, 0.9977, 3.33, 0.43, 9.4, 5
7.2, 0.29, 0.4, 7.6, 0.024, 56.0, 177.0, 0.9928, 3.04, 0.32, 11.5, 6
5.9, 0.35, 0.47, 2.2, 0.11, 14.0, 138.0, 0.9932, 3.09, 0.5, 9.1, 5
7.1, 0.13, 0.4, 1.2, 0.047, 54.0, 134.0, 0.9932, 3.3, 0.97, 9.8, 7
6.4, 0.225, 0.48, 2.2, 0.115, 29.0, 104.0, 0.9918, 3.24, 0.58, 12.1, 6
6.4, 0.46, 0.08, 4.9, 0.046, 34.0, 144.0, 0.99445, 3.1, 0.56, 10.0, 5
6.8, 0.18, 0.21, 5.4, 0.053, 34.0, 104.0, 0.99445, 3.3, 0.43, 9.4, 5
7.1, 0.16, 0.36, 10.7, 0.044, 20.0, 90.0, 0.9959, 3.16, 0.44, 10.9, 7
8.7, 0.23, 0.32, 13.4, 0.044, 35.0, 169.0, 0.99975, 3.12, 0.47, 8.8, 7
6.9, 0.18, 0.36, 1.3, 0.036, 40.0, 117.0, 0.9934, 3.27, 0.95, 9.5, 7
5.8, 0.26, 0.18, 1.2, 0.031, 40.0, 114.0, 0.9908, 3.42, 0.4, 11.0, 7
5.8, 0.26, 0.18, 1.2, 0.031, 40.0, 114.0, 0.9908, 3.42, 0.4, 11.0, 7
7.1, 0.25, 0.39, 2.1, 0.036, 30.0, 124.0, 0.9908, 3.28, 0.43, 12.2, 8
7.4, 0.13, 0.39, 4.7, 0.042, 36.0, 137.0, 0.995, 3.36, 0.56, 10.3, 7
6.6, 0.2, 0.32, 1.1, 0.039, 25.0, 78.0, 0.9926, 3.39, 0.54, 10.2, 7
6.1, 0.19, 0.25, 4.0, 0.023, 23.0, 112.0, 0.9923, 3.37, 0.51, 11.6, 6
5.1, 0.39, 0.21, 1.7, 0.027, 15.0, 72.0, 0.9894, 3.5, 0.45, 12.5, 6
6.9, 0.19, 0.33, 1.6, 0.043, 63.0, 149.0, 0.9925, 3.44, 0.52, 10.8, 5
8.6, 0.18, 0.36, 1.8, 0.04, 24.0, 187.0, 0.9956, 3.25, 0.55, 9.5, 6
6.9, 0.24, 0.39, 1.3, 0.063, 18.0, 136.0, 0.9928, 3.31, 0.48, 10.4, 7
6.6, 0.18, 0.28, 3.3, 0.044, 18.0, 91.0, 0.993, 3.42, 0.64, 10.8, 6
6.2, 0.15, 0.46, 1.6, 0.039, 38.0, 123.0, 0.993, 3.38, 0.51, 9.7, 6
6.2, 0.34, 0.29, 7.6, 0.047, 45.0, 232.0, 0.9955, 3.35, 0.62, 10.0, 6
7.1, 0.3, 0.36, 6.8, 0.055, 44.5, 234.0, 0.9972, 3.49, 0.64, 10.2, 6
7.0, 0.31, 0.52, 1.7, 0.029, 5.0, 61.0, 0.9918, 3.07, 0.43, 10.4, 5
7.0, 0.21, 0.28, 7.5, 0.07, 45.0, 185.0, 0.9966, 3.34, 0.55, 9.4, 5
6.2, 0.55, 0.45, 12.0, 0.049, 27.0, 186.0, 0.9974, 3.17, 0.5, 9.3, 6
6.3, 0.23, 0.21, 5.1, 0.035, 29.0, 142.0, 0.9942, 3.36, 0.33, 10.1, 7
7.4, 0.24, 0.31, 8.4, 0.045, 52.0, 183.0, 0.9963, 3.09, 0.32, 8.8, 5
6.3, 0.17, 0.42, 2.8, 0.028, 45.0, 107.0, 0.9908, 3.27, 0.43, 11.8, 6
6.6, 0.25, 0.39, 1.45, 0.04, 40.0, 89.0, 0.9911, 3.35, 0.4, 11.4, 7
9.8, 0.36, 0.45, 1.6, 0.042, 11.0, 124.0, 0.9944, 2.93, 0.46, 10.8, 5
6.9, 0.32, 0.17, 7.6, 0.042, 69.0, 219.0, 0.9959, 3.13, 0.4, 8.9, 5
6.1, 0.6, 0.0, 1.3, 0.042, 24.0, 79.0, 0.9937, 3.31, 0.38, 9.4, 4
7.5, 0.42, 0.45, 9.1, 0.029, 20.0, 125.0, 0.996, 3.12, 0.36, 10.1, 6
7.4, 0.22, 0.33, 2.0, 0.045, 31.0, 101.0, 0.9931, 3.42, 0.55, 11.4, 5
6.8, 0.32, 0.37, 3.4, 0.023, 19.0, 87.0, 0.9902, 3.14, 0.53, 12.7, 6
6.9, 0.18, 0.38, 6.5, 0.039, 20.0, 110.0, 0.9943, 3.1, 0.42, 10.5, 5
8.3, 0.33, 0.42, 1.15, 0.033, 18.0, 96.0, 0.9911, 3.2, 0.32, 12.4, 3
7.3, 0.29, 0.3, 13.0, 0.043, 46.0, 238.0, 0.9986, 3.06, 0.41, 8.7, 6
8.0, 0.66, 0.72, 17.55, 0.042, 62.0, 233.0, 0.9999, 2.92, 0.68, 9.4, 4
6.4, 0.17, 0.27, 6.7, 0.036, 88.0, 223.0, 0.9948, 3.28, 0.35, 10.2, 6
7.2, 0.14, 0.35, 1.2, 0.036, 15.0, 73.0, 0.9938, 3.46, 0.39, 9.9, 5
8.1, 0.5, 0.47, 1.1, 0.037, 23.0, 126.0, 0.9938, 3.21, 0.42, 10.9, 5
7.8, 0.16, 0.41, 1.7, 0.026, 29.0, 140.0, 0.991, 3.02, 0.78, 12.5, 6
7.7, 0.27, 0.34, 1.8, 0.028, 26.0, 168.0, 0.9911, 2.99, 0.48, 12.1, 7
7.5, 0.38, 0.33, 5.0, 0.045, 30.0, 131.0, 0.9942, 3.32, 0.44, 10.9, 6
