@relation winequality-white
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.0090,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Quality{0,1,2,3,4,5,6,7,8,9,10}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Quality
@data
6.2, 0.66, 0.48, 1.2, 0.029, 29.0, 75.0, 0.9892, 3.33, 0.39, 12.8, 8
7.6, 0.67, 0.14, 1.5, 0.074, 25.0, 168.0, 0.9937, 3.05, 0.51, 9.3, 5
7.0, 0.25, 0.32, 9.0, 0.046, 56.0, 245.0, 0.9955, 3.25, 0.5, 10.4, 6
7.0, 0.33, 0.32, 1.2, 0.053, 38.0, 138.0, 0.9906, 3.13, 0.28, 11.2, 6
6.4, 0.18, 0.35, 1.0, 0.045, 39.0, 108.0, 0.9911, 3.31, 0.35, 10.9, 6
6.6, 0.38, 0.15, 4.6, 0.044, 25.0, 78.0, 0.9931, 3.11, 0.38, 10.2, 6
6.0, 0.27, 0.28, 4.8, 0.063, 31.0, 201.0, 0.9964, 3.69, 0.71, 10.0, 5
7.4, 0.18, 0.3, 8.8, 0.064, 26.0, 103.0, 0.9961, 2.94, 0.56, 9.3, 5
7.3, 0.22, 0.3, 8.2, 0.047, 42.0, 207.0, 0.9966, 3.33, 0.46, 9.5, 6
7.2, 0.39, 0.63, 11.0, 0.044, 55.0, 156.0, 0.9974, 3.09, 0.44, 8.7, 6
6.9, 0.21, 0.33, 1.8, 0.034, 48.0, 136.0, 0.9899, 3.25, 0.41, 12.6, 7
7.1, 0.23, 0.35, 16.5, 0.04, 60.0, 171.0, 0.999, 3.16, 0.59, 9.1, 6
6.5, 0.17, 0.54, 8.5, 0.082, 64.0, 163.0, 0.9959, 2.89, 0.39, 8.8, 6
5.7, 0.26, 0.25, 10.4, 0.02, 7.0, 57.0, 0.994, 3.39, 0.37, 10.6, 5
8.1, 0.28, 0.39, 1.9, 0.029, 18.0, 79.0, 0.9923, 3.23, 0.52, 11.8, 6
6.3, 0.34, 0.33, 4.6, 0.034, 19.0, 80.0, 0.9917, 3.38, 0.58, 12.0, 7
8.2, 0.23, 0.4, 7.5, 0.049, 12.0, 76.0, 0.9966, 3.06, 0.84, 9.7, 6
6.4, 0.22, 0.56, 14.5, 0.055, 27.0, 159.0, 0.998, 2.98, 0.4, 9.1, 5
