@relation winequality-white
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.0090,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Quality{0,1,2,3,4,5,6,7,8,9,10}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Quality
@data
7.2, 0.23, 0.32, 8.5, 0.058, 47.0, 186.0, 0.9956, 3.19, 0.4, 9.9, 6
8.1, 0.28, 0.4, 6.9, 0.05, 30.0, 97.0, 0.9951, 3.26, 0.44, 10.1, 6
8.6, 0.23, 0.4, 4.2, 0.035, 17.0, 109.0, 0.9947, 3.14, 0.53, 9.7, 5
6.6, 0.17, 0.38, 1.5, 0.032, 28.0, 112.0, 0.9914, 3.25, 0.55, 11.4, 7
6.2, 0.12, 0.34, 1.5, 0.045, 43.0, 117.0, 0.9939, 3.42, 0.51, 9.0, 6
7.3, 0.24, 0.39, 17.95, 0.057, 45.0, 149.0, 0.9999, 3.21, 0.36, 8.6, 5
7.0, 0.31, 0.26, 7.4, 0.069, 28.0, 160.0, 0.9954, 3.13, 0.46, 9.8, 6
6.8, 0.2, 0.59, 0.9, 0.147, 38.0, 132.0, 0.993, 3.05, 0.38, 9.1, 6
6.0, 0.19, 0.26, 12.4, 0.048, 50.0, 147.0, 0.9972, 3.3, 0.36, 8.9, 6
6.8, 0.3, 0.23, 4.6, 0.061, 50.5, 238.5, 0.9958, 3.32, 0.6, 9.5, 5
7.1, 0.2, 0.34, 16.0, 0.05, 51.0, 166.0, 0.9985, 3.21, 0.6, 9.2, 6
7.2, 0.39, 0.63, 11.0, 0.044, 55.0, 156.0, 0.9974, 3.09, 0.44, 8.7, 6
6.0, 0.34, 0.66, 15.9, 0.046, 26.0, 164.0, 0.9979, 3.14, 0.5, 8.8, 6
7.0, 0.14, 0.4, 1.7, 0.035, 16.0, 85.0, 0.9911, 3.19, 0.42, 11.8, 6
7.3, 0.32, 0.48, 13.3, 0.06, 57.0, 196.0, 0.9982, 3.04, 0.5, 9.2, 5
6.6, 0.24, 0.27, 15.8, 0.035, 46.0, 188.0, 0.9982, 3.24, 0.51, 9.2, 5
6.7, 0.27, 0.31, 15.7, 0.036, 44.0, 179.0, 0.9979, 3.26, 0.56, 9.6, 5
7.4, 0.24, 0.42, 14.0, 0.066, 48.0, 198.0, 0.9979, 2.89, 0.42, 8.9, 6
5.2, 0.44, 0.04, 1.4, 0.036, 43.0, 119.0, 0.9894, 3.36, 0.33, 12.1, 8
6.1, 0.32, 0.24, 1.5, 0.036, 38.0, 124.0, 0.9898, 3.29, 0.42, 12.4, 7
6.3, 0.36, 0.3, 4.8, 0.049, 14.0, 85.0, 0.9932, 3.28, 0.39, 10.6, 5
7.1, 0.3, 0.46, 1.5, 0.066, 29.0, 133.0, 0.9906, 3.12, 0.54, 12.7, 6
6.3, 0.22, 0.43, 4.55, 0.038, 31.0, 130.0, 0.9918, 3.35, 0.33, 11.5, 7
6.7, 0.24, 0.41, 9.4, 0.04, 49.0, 166.0, 0.9954, 3.12, 0.61, 9.9, 6
6.8, 0.53, 0.35, 3.8, 0.034, 26.0, 109.0, 0.9906, 3.26, 0.57, 12.7, 8
