@relation winequality-white
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.0090,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Quality{0,1,2,3,4,5,6,7,8,9,10}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Quality
@data
7.2, 0.23, 0.32, 8.5, 0.058, 47.0, 186.0, 0.9956, 3.19, 0.4, 9.9, 6
5.8, 0.27, 0.2, 14.95, 0.044, 22.0, 179.0, 0.9962, 3.37, 0.37, 10.2, 5
7.2, 0.19, 0.31, 1.6, 0.062, 31.0, 173.0, 0.9917, 3.35, 0.44, 11.7, 6
6.7, 0.23, 0.31, 2.1, 0.046, 30.0, 96.0, 0.9926, 3.33, 0.64, 10.7, 8
7.0, 0.32, 0.34, 1.3, 0.042, 20.0, 69.0, 0.9912, 3.31, 0.65, 12.0, 7
6.7, 0.54, 0.28, 5.4, 0.06, 21.0, 105.0, 0.9949, 3.27, 0.37, 9.0, 5
6.8, 0.22, 0.31, 1.4, 0.053, 34.0, 114.0, 0.9929, 3.39, 0.77, 10.6, 6
7.5, 0.17, 0.32, 1.7, 0.04, 51.0, 148.0, 0.9916, 3.21, 0.44, 11.5, 7
7.1, 0.26, 0.29, 12.4, 0.044, 62.0, 240.0, 0.9969, 3.04, 0.42, 9.2, 6
6.3, 0.255, 0.37, 1.1, 0.04, 37.0, 114.0, 0.9905, 3.0, 0.39, 10.9, 6
7.5, 0.27, 0.31, 17.7, 0.051, 33.0, 173.0, 0.999, 3.09, 0.64, 10.2, 5
5.9, 0.3, 0.23, 4.2, 0.038, 42.0, 119.0, 0.9924, 3.15, 0.5, 11.0, 5
6.5, 0.28, 0.28, 8.5, 0.047, 54.0, 210.0, 0.9962, 3.09, 0.54, 8.9, 4
6.8, 0.28, 0.4, 22.0, 0.048, 48.0, 167.0, 1.001, 2.93, 0.5, 8.7, 5
6.4, 0.29, 0.44, 3.6, 0.2, 75.0, 181.0, 0.9942, 3.02, 0.41, 9.1, 5
6.8, 0.26, 0.24, 7.8, 0.052, 54.0, 214.0, 0.9961, 3.13, 0.47, 8.9, 5
6.1, 0.4, 0.31, 0.9, 0.048, 23.0, 170.0, 0.993, 3.22, 0.77, 9.5, 6
8.2, 0.27, 0.39, 7.8, 0.039, 49.0, 208.0, 0.9976, 3.31, 0.51, 9.5, 6
7.2, 0.23, 0.38, 14.3, 0.058, 55.0, 194.0, 0.9979, 3.09, 0.44, 9.0, 6
6.1, 0.18, 0.36, 2.0, 0.038, 20.0, 249.5, 0.9923, 3.37, 0.79, 11.3, 6
6.9, 0.29, 0.4, 19.45, 0.043, 36.0, 156.0, 0.9996, 2.93, 0.47, 8.9, 5
6.9, 0.32, 0.26, 8.3, 0.053, 32.0, 180.0, 0.9965, 3.25, 0.51, 9.2, 6
6.6, 0.58, 0.3, 5.1, 0.057, 30.0, 123.0, 0.9949, 3.24, 0.38, 9.0, 5
6.1, 0.31, 0.58, 5.0, 0.039, 36.0, 114.0, 0.9909, 3.3, 0.6, 12.3, 8
6.5, 0.28, 0.33, 15.7, 0.053, 51.0, 190.0, 0.9978, 3.22, 0.51, 9.7, 6
6.1, 0.36, 0.27, 2.1, 0.035, 16.0, 100.0, 0.9917, 3.4, 0.71, 11.5, 7
6.4, 0.34, 0.23, 6.3, 0.039, 37.0, 143.0, 0.9944, 3.19, 0.65, 10.0, 6
