@relation winequality-red
@attribute FixedAcidity real[4.6,15.9]
@attribute VolatileAcidity real[0.12,1.58]
@attribute CitricAcid real[0.0,1.0]
@attribute ResidualSugar real[0.9,15.5]
@attribute Chlorides real[0.012,0.611]
@attribute FreeSulfurDioxide real[1.0,72.0]
@attribute TotalSulfurDioxide real[6.0,289.0]
@attribute Density real[0.99007,1.00369]
@attribute PH real[2.74,4.01]
@attribute Sulphates real[0.33,2.0]
@attribute Alcohol real[8.4,14.9]
@attribute Quality{0,1,2,3,4,5,6,7,8,9,10}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Quality
@data
7.8, 0.88, 0.0, 2.6, 0.098, 25.0, 67.0, 0.9968, 3.2, 0.68, 9.8, 5
7.5, 0.5, 0.36, 6.1, 0.071, 17.0, 102.0, 0.9978, 3.35, 0.8, 10.5, 5
5.6, 0.615, 0.0, 1.6, 0.089, 16.0, 59.0, 0.9943, 3.58, 0.52, 9.9, 5
7.8, 0.645, 0.0, 5.5, 0.086, 5.0, 18.0, 0.9986, 3.4, 0.55, 9.6, 6
8.1, 0.38, 0.28, 2.1, 0.066, 13.0, 30.0, 0.9968, 3.23, 0.73, 9.7, 7
6.8, 0.67, 0.02, 1.8, 0.05, 5.0, 11.0, 0.9962, 3.48, 0.52, 9.5, 5
5.6, 0.31, 0.37, 1.4, 0.074, 12.0, 96.0, 0.9954, 3.32, 0.58, 9.2, 5
6.6, 0.52, 0.04, 2.2, 0.069, 8.0, 15.0, 0.9956, 3.4, 0.63, 9.4, 6
7.6, 0.51, 0.15, 2.8, 0.11, 33.0, 73.0, 0.9955, 3.17, 0.63, 10.2, 6
7.7, 0.62, 0.04, 3.8, 0.084, 25.0, 45.0, 0.9978, 3.34, 0.53, 9.5, 5
7.8, 0.59, 0.18, 2.3, 0.076, 17.0, 54.0, 0.9975, 3.43, 0.59, 10.0, 5
7.3, 0.39, 0.31, 2.4, 0.074, 9.0, 46.0, 0.9962, 3.41, 0.54, 9.4, 6
7.7, 0.69, 0.49, 1.8, 0.115, 20.0, 112.0, 0.9968, 3.21, 0.71, 9.3, 5
7.5, 0.52, 0.16, 1.9, 0.085, 12.0, 35.0, 0.9968, 3.38, 0.62, 9.5, 7
7.5, 0.52, 0.11, 1.5, 0.079, 11.0, 39.0, 0.9968, 3.42, 0.58, 9.6, 5
7.7, 0.69, 0.22, 1.9, 0.084, 18.0, 94.0, 0.9961, 3.31, 0.48, 9.5, 5
8.3, 0.675, 0.26, 2.1, 0.084, 11.0, 43.0, 0.9976, 3.31, 0.53, 9.2, 4
7.7, 0.49, 0.26, 1.9, 0.062, 9.0, 31.0, 0.9966, 3.39, 0.64, 9.6, 5
7.0, 0.62, 0.08, 1.8, 0.076, 8.0, 24.0, 0.9978, 3.48, 0.53, 9.0, 5
5.0, 1.02, 0.04, 1.4, 0.045, 41.0, 85.0, 0.9938, 3.75, 0.48, 10.5, 4
8.3, 0.61, 0.3, 2.1, 0.084, 11.0, 50.0, 0.9972, 3.4, 0.61, 10.2, 6
7.2, 0.49, 0.24, 2.2, 0.07, 5.0, 36.0, 0.996, 3.33, 0.48, 9.4, 5
7.8, 0.56, 0.19, 1.8, 0.104, 12.0, 47.0, 0.9964, 3.19, 0.93, 9.5, 5
8.4, 0.62, 0.09, 2.2, 0.084, 11.0, 108.0, 0.9964, 3.15, 0.66, 9.8, 5
8.4, 0.6, 0.1, 2.2, 0.085, 14.0, 111.0, 0.9964, 3.15, 0.66, 9.8, 5
7.3, 1.07, 0.09, 1.7, 0.178, 10.0, 89.0, 0.9962, 3.3, 0.57, 9.0, 5
7.2, 0.415, 0.36, 2.0, 0.081, 13.0, 45.0, 0.9972, 3.48, 0.64, 9.2, 5
7.8, 0.56, 0.19, 2.1, 0.081, 15.0, 105.0, 0.9962, 3.33, 0.54, 9.5, 5
7.8, 0.56, 0.19, 2.0, 0.081, 17.0, 108.0, 0.9962, 3.32, 0.54, 9.5, 5
8.3, 0.715, 0.15, 1.8, 0.089, 10.0, 52.0, 0.9968, 3.23, 0.77, 9.5, 5
7.4, 0.6, 0.26, 7.3, 0.07, 36.0, 121.0, 0.9982, 3.37, 0.49, 9.4, 5
7.8, 0.63, 0.48, 1.7, 0.1, 14.0, 96.0, 0.9961, 3.19, 0.62, 9.5, 5
6.9, 0.5, 0.04, 1.5, 0.085, 19.0, 49.0, 0.9958, 3.35, 0.78, 9.5, 5
8.8, 0.37, 0.48, 2.1, 0.097, 39.0, 145.0, 0.9975, 3.04, 1.03, 9.3, 5
12.8, 0.3, 0.74, 2.6, 0.095, 9.0, 28.0, 0.9994, 3.2, 0.77, 10.8, 7
11.6, 0.44, 0.64, 2.1, 0.059, 5.0, 15.0, 0.998, 3.21, 0.67, 10.2, 6
7.7, 0.43, 0.25, 2.6, 0.073, 29.0, 63.0, 0.99615, 3.37, 0.58, 10.5, 6
11.6, 0.42, 0.53, 3.3, 0.105, 33.0, 98.0, 1.001, 3.2, 0.95, 9.2, 5
11.1, 0.18, 0.48, 1.5, 0.068, 7.0, 15.0, 0.9973, 3.22, 0.64, 10.1, 6
7.6, 0.62, 0.32, 2.2, 0.082, 7.0, 54.0, 0.9966, 3.36, 0.52, 9.4, 5
10.3, 0.43, 0.44, 2.4, 0.214, 5.0, 12.0, 0.9994, 3.19, 0.63, 9.5, 6
9.8, 0.66, 0.39, 3.2, 0.083, 21.0, 59.0, 0.9989, 3.37, 0.71, 11.5, 7
9.3, 0.61, 0.26, 3.4, 0.09, 25.0, 87.0, 0.99975, 3.24, 0.62, 9.7, 5
12.4, 0.49, 0.58, 3.0, 0.103, 28.0, 99.0, 1.0008, 3.16, 1.0, 11.5, 6
11.9, 0.57, 0.5, 2.6, 0.082, 6.0, 32.0, 1.0006, 3.12, 0.78, 10.7, 6
9.1, 0.795, 0.0, 2.6, 0.096, 11.0, 26.0, 0.9994, 3.35, 0.83, 9.4, 6
13.5, 0.53, 0.79, 4.8, 0.12, 23.0, 77.0, 1.0018, 3.18, 0.77, 13.0, 5
9.1, 0.28, 0.48, 1.8, 0.067, 26.0, 46.0, 0.9967, 3.32, 1.04, 10.6, 6
8.3, 0.42, 0.38, 2.5, 0.094, 24.0, 60.0, 0.9979, 3.31, 0.7, 10.8, 6
13.7, 0.415, 0.68, 2.9, 0.085, 17.0, 43.0, 1.0014, 3.06, 0.8, 10.0, 6
6.6, 0.735, 0.02, 7.9, 0.122, 68.0, 124.0, 0.9994, 3.47, 0.53, 9.9, 5
12.0, 0.39, 0.66, 3.0, 0.093, 12.0, 30.0, 0.9996, 3.18, 0.63, 10.8, 7
