@relation vowel
@attribute TT integer [0, 1]
@attribute SpeakerNumber integer [0, 14]
@attribute Sex integer [0, 1]
@attribute F0 real [-5.211, -0.941]
@attribute F1 real [-1.274, 5.074]
@attribute F2 real [-2.487, 1.431]
@attribute F3 real [-1.409, 2.377]
@attribute F4 real [-2.127, 1.831]
@attribute F5 real [-0.836, 2.327]
@attribute F6 real [-1.537, 1.403]
@attribute F7 real [-1.293, 2.039]
@attribute F8 real [-1.613, 1.309]
@attribute F9 real [-1.68, 1.396]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
@inputs TT, SpeakerNumber, Sex, F0, F1, F2, F3, F4, F5, F6, F7, F8, F9
@outputs Class
@data
0, 0, 0, -3.665, 0.337, -0.641, 1.791, -0.194, 1.686, -0.359, 0.57, -0.676, -0.841, 0
0, 0, 0, -2.105, 1.035, -1.705, 0.231, -0.558, 1.554, -0.649, 0.71, -0.855, -0.151, 2
0, 0, 0, -2.887, 2.131, -0.83, 0.682, -1.557, 0.818, 0.448, -0.382, 0.207, -0.402, 5
0, 0, 0, -3.635, 2.25, -0.394, 1.012, -1.693, 0.117, 0.665, 0.281, 0.343, -0.0030, 6
0, 0, 0, -2.69, 1.652, -1.261, 0.674, -0.964, 1.449, -0.593, 1.005, -0.303, -0.541, 10
0, 0, 0, -4.208, 2.447, 0.049, 1.331, -2.088, 0.585, -0.05, 0.82, 0.606, -0.302, 7
0, 1, 0, -1.816, 0.458, -0.947, -0.341, 0.085, 0.75, 0.144, 0.462, -0.24, -0.266, 2
0, 1, 0, -3.902, 3.586, 0.334, -0.669, -1.087, 0.255, 0.461, 0.812, -0.185, 0.535, 7
0, 1, 0, -4.473, 0.373, 0.858, 0.919, 0.778, 1.272, 0.653, -0.216, -0.891, -0.627, 0
0, 1, 0, -2.7, 2.83, -0.389, 0.032, -0.958, 0.44, -0.168, 0.519, 0.169, -0.525, 4
0, 1, 0, -2.385, 1.241, 0.272, -0.04, -0.692, 0.16, -0.061, -0.189, 0.744, 0.088, 5
0, 1, 0, -3.082, 1.633, -0.118, -0.147, -0.484, 1.176, -0.086, -0.072, 0.086, -0.564, 10
0, 1, 0, -4.944, 3.325, 0.015, 0.079, -0.593, 1.047, 0.337, 0.296, -0.453, 0.371, 9
0, 2, 0, -1.501, 0.847, -1.619, 0.92, -0.488, 1.616, -0.161, 1.127, -0.613, -0.051, 2
0, 2, 0, -1.674, 1.711, -1.04, 1.136, -0.869, 1.036, -0.157, 0.946, -0.361, 0.02, 3
0, 2, 0, -0.941, 0.539, -2.02, 0.314, -0.679, 1.897, 0.028, 1.504, -0.632, 0.111, 1
0, 2, 0, -1.804, 1.556, -0.803, 1.388, -0.989, 0.751, -0.029, 0.963, -0.228, 0.297, 5
0, 2, 0, -3.425, 1.724, -0.638, 1.573, -1.041, 1.204, -0.124, 1.258, 0.548, -0.507, 8
0, 3, 0, -1.548, -0.4, -1.659, 0.244, -0.101, 1.562, 0.551, 1.248, 0.129, -0.456, 0
0, 3, 0, -2.464, 1.968, 0.026, 0.078, -0.542, 0.074, 0.051, 0.596, 0.26, -0.437, 5
0, 3, 0, -2.052, 1.483, -0.488, 0.041, -0.131, 0.273, -0.112, -0.064, 0.307, -0.8, 3
0, 3, 0, -3.145, 0.863, 0.416, 0.699, -1.378, 0.892, 0.02, 0.89, 0.221, 0.834, 8
0, 3, 0, -2.076, 1.413, -0.584, 0.19, -0.35, 0.518, -0.406, 0.313, 0.027, -0.724, 3
0, 3, 0, -3.482, 1.127, 0.899, 1.993, -1.385, -0.05, -1.273, 0.647, 0.844, 1.044, 7
0, 4, 1, -2.611, 0.434, 0.231, 1.343, 0.323, -0.378, -0.618, -0.219, -0.285, 0.347, 2
0, 4, 1, -3.128, 0.28, 0.955, 1.264, 0.753, 0.437, -0.841, -0.517, -0.473, 0.0, 1
0, 4, 1, -4.068, 2.566, -0.068, -0.152, 0.126, 0.548, 0.453, 0.577, -0.543, -0.896, 8
0, 4, 1, -3.249, 1.042, 0.589, 1.408, 0.023, -0.821, -0.581, 0.031, 0.068, 0.325, 2
0, 4, 1, -3.682, 3.672, 0.041, -0.508, -0.905, 0.028, 0.492, 0.654, -0.722, -0.318, 6
0, 5, 1, -2.493, 1.382, -0.929, 0.465, -0.369, 0.0020, 0.187, -0.696, -0.31, 0.348, 3
0, 5, 1, -2.859, 2.255, -0.676, 0.098, -1.086, 0.041, 0.732, 0.305, -0.141, -0.636, 4
0, 5, 1, -2.846, 2.43, -0.78, -0.153, -0.905, 0.24, 0.746, 0.14, -0.114, -0.746, 4
0, 5, 1, -4.836, 3.871, -0.684, 0.182, 0.349, -0.176, 0.317, 0.059, -0.024, -1.13, 9
0, 5, 1, -2.906, 1.102, -0.491, 0.575, -0.386, 0.771, -0.134, 0.977, -0.54, -0.604, 5
0, 5, 1, -2.98, 1.29, -0.842, 0.955, -0.491, 0.572, 0.267, 0.692, 0.084, -1.1, 10
0, 6, 1, -2.569, -0.11, -0.841, 0.732, 1.112, 0.961, -0.075, 0.148, -0.893, 0.314, 1
0, 6, 1, -2.335, 2.896, -0.295, -0.42, -0.645, 0.351, 0.12, 0.447, -1.126, 0.11, 5
0, 6, 1, -2.715, 2.325, 0.701, 0.239, -1.426, -0.218, -0.317, 1.516, -0.162, -0.703, 6
0, 6, 1, -2.812, 1.954, -0.661, 0.109, -0.011, 0.11, 0.187, 0.096, -1.538, 0.592, 10
0, 6, 1, -4.2, 2.201, -0.31, -0.392, 0.968, 0.7, -0.328, 0.129, -0.896, 0.15, 8
0, 6, 1, -2.752, 1.778, -0.718, 0.057, -0.0090, 0.402, 0.121, 0.05, -1.435, 0.281, 10
0, 7, 1, -2.813, 2.327, -1.246, -0.184, -0.755, 0.491, 1.202, -0.558, -0.669, 0.054, 4
0, 7, 1, -3.961, 1.078, 0.11, 1.232, 0.21, -0.67, -0.536, -0.33, -0.268, 1.098, 2
0, 7, 1, -3.631, 1.195, -0.719, 0.13, -0.065, 0.348, -0.061, 0.555, -0.594, 0.806, 3
0, 7, 1, -3.949, 2.99, -0.643, -0.986, -0.175, 0.768, 0.249, 0.803, -1.479, 0.168, 6
0, 7, 1, -3.894, 2.91, -0.968, -0.671, -0.131, 0.519, 0.591, 0.708, -1.515, 0.121, 6
1, 8, 0, -2.982, 0.522, -0.1, 0.362, -0.66, 1.115, -0.305, 0.859, 0.637, 0.344, 10
1, 8, 0, -1.784, -1.074, -1.661, 1.324, 0.289, 1.303, 0.924, 1.307, -0.346, -0.521, 0
1, 8, 0, -4.717, 0.829, 0.853, 1.98, -0.546, 0.688, -0.434, -0.424, -0.636, 1.245, 9
1, 8, 0, -2.71, 0.809, 0.754, 1.903, -0.764, 0.378, -1.123, 0.162, 0.405, 1.163, 6
1, 8, 0, -4.683, 0.773, 0.888, 2.302, -0.562, 0.395, -0.401, -0.289, -0.839, 1.165, 9
1, 8, 0, -3.947, 2.102, 0.305, 0.462, -0.765, 1.037, -0.618, 0.741, 0.345, 0.269, 8
1, 8, 0, -3.366, 1.952, -0.898, 0.258, 0.282, 0.835, 0.29, 0.681, 0.431, -0.461, 10
1, 9, 0, -3.137, 0.077, -1.157, 1.589, 0.204, 1.898, 0.17, 0.676, -1.033, -0.635, 0
1, 9, 0, -3.7, 1.841, -0.675, 0.441, -0.383, 0.89, 0.176, 0.594, -0.677, -0.408, 10
1, 9, 0, -3.587, 1.193, -0.617, 1.34, -0.022, 1.103, -0.072, 0.368, -0.854, -0.767, 1
1, 9, 0, -4.174, 3.54, -1.43, 0.417, 0.267, 0.918, -0.118, -0.267, -0.162, -0.71, 8
1, 9, 0, -3.871, 1.694, -0.606, 1.428, 0.044, 0.844, -0.013, 0.126, -1.218, -0.553, 1
1, 9, 0, -2.937, 2.183, -1.291, 0.355, -0.372, 0.57, 0.045, 0.452, -0.705, -0.263, 5
1, 10, 0, -2.434, 2.903, -1.341, -0.411, 0.372, 0.843, -0.022, 0.336, 0.123, -0.747, 5
1, 10, 0, -4.611, 2.962, -0.856, 1.161, -0.612, 0.469, 0.162, 0.705, 0.37, -0.916, 9
1, 10, 0, -3.034, 0.694, -1.007, 1.453, 0.155, 1.48, 0.179, 1.005, -0.54, -0.563, 1
1, 10, 0, -3.045, 3.312, 0.171, -0.605, -1.027, 0.924, 0.353, 0.897, 0.365, -0.871, 6
1, 10, 0, -2.6, 1.219, -1.315, 0.589, 0.311, 0.364, 0.451, 0.35, -0.556, -0.314, 2
1, 10, 0, -2.7, 2.686, -0.043, -0.528, -0.626, 0.917, 0.167, 0.652, 0.1, -0.937, 4
1, 10, 0, -3.878, 3.816, -0.155, -0.668, -1.207, 0.541, 0.022, 1.972, -0.029, -0.29, 7
1, 10, 0, -4.805, 3.228, -0.501, 0.602, -0.532, 0.745, 0.09, 0.445, 0.756, -0.42, 9
1, 10, 0, -2.544, 2.725, -0.067, -0.787, -0.903, 0.97, 0.524, 0.32, 0.283, -0.822, 4
1, 11, 0, -2.162, 1.533, -0.267, -0.287, -0.026, 0.122, 0.168, -0.024, -0.268, -0.27, 3
1, 11, 0, -3.977, 3.684, -1.242, -0.364, -0.217, 0.594, 0.759, 0.6, 0.069, -0.25, 7
1, 11, 0, -3.311, 2.946, -0.808, -0.3, -0.457, 0.324, 0.515, 0.149, 0.533, -0.718, 6
1, 11, 0, -4.142, 3.454, -0.653, 0.271, -0.598, 0.793, 0.563, 0.52, -0.118, -0.33, 8
1, 11, 0, -3.407, 1.821, -0.675, 0.765, 0.256, 0.469, -0.09, 0.322, -0.387, -0.968, 10
1, 11, 0, -2.104, 1.6, -0.297, -0.071, -0.172, 0.285, 0.152, -0.089, -0.296, -0.37, 3
1, 11, 0, -3.339, 3.011, -1.264, -0.343, -0.119, 0.498, 0.589, 0.078, 0.221, -0.822, 6
1, 12, 1, -2.814, 1.515, -0.088, 0.597, -0.033, -0.29, -0.445, 0.113, -0.136, 0.662, 2
1, 12, 1, -2.594, 2.584, -0.37, -0.524, -0.177, 0.515, -0.137, 0.095, -0.731, 0.072, 5
1, 12, 1, -3.356, 3.236, -0.653, -0.9, -0.661, 1.43, 0.901, 0.395, -0.139, -0.726, 7
1, 12, 1, -3.49, -0.474, 0.187, 1.747, 0.733, 1.307, -0.816, -0.787, -0.222, 0.41, 0
1, 12, 1, -4.299, 2.775, 0.244, 0.177, -0.436, 0.261, -0.308, 1.175, -0.227, -1.115, 9
1, 12, 1, -2.852, -0.805, -0.313, 1.565, 0.688, 1.467, -0.664, -0.916, -0.279, 0.489, 0
1, 12, 1, -3.39, 3.422, -0.718, -0.667, -0.871, 0.788, 0.959, 0.555, -0.482, -0.724, 7
1, 12, 1, -4.513, 3.08, 0.068, 0.05, -0.484, 0.341, -0.257, 1.302, -0.517, -1.057, 9
1, 12, 1, -3.498, 1.669, 0.076, 1.53, 0.38, -0.135, -0.814, -0.208, -0.307, 1.053, 1
1, 12, 1, -2.026, 2.433, -0.411, 0.064, 0.223, -0.027, -0.424, -0.0090, -0.305, 0.345, 3
1, 12, 1, -3.905, 3.147, -1.259, 0.304, -0.216, 1.055, 0.578, 0.353, -0.517, -0.871, 8
