@relation yeast
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.48, 0.45, 0.59, 0.2, 0.5, 0.0, 0.58, 0.34, NUC
0.43, 0.39, 0.54, 0.21, 0.5, 0.0, 0.53, 0.27, NUC
0.66, 0.62, 0.49, 0.1, 0.5, 0.0, 0.49, 0.22, CYT
0.38, 0.49, 0.53, 0.19, 0.5, 0.0, 0.5, 0.22, CYT
0.8, 0.63, 0.45, 0.29, 0.5, 0.0, 0.51, 0.22, EXC
0.4, 0.45, 0.56, 0.2, 0.5, 0.0, 0.45, 0.22, CYT
0.49, 0.61, 0.49, 0.25, 0.5, 0.0, 0.5, 0.28, CYT
0.69, 0.7, 0.52, 0.36, 0.5, 0.0, 0.46, 0.22, EXC
0.47, 0.39, 0.55, 0.24, 0.5, 0.0, 0.47, 0.22, CYT
0.45, 0.41, 0.5, 0.46, 0.5, 0.5, 0.5, 0.27, POX
0.3, 0.32, 0.57, 0.19, 0.5, 0.0, 0.48, 0.55, NUC
0.4, 0.38, 0.53, 0.16, 0.5, 0.0, 0.52, 0.27, NUC
0.46, 0.71, 0.48, 0.53, 0.5, 0.0, 0.53, 0.22, MIT
0.35, 0.58, 0.54, 0.16, 0.5, 0.0, 0.51, 0.22, NUC
0.61, 0.72, 0.31, 0.33, 0.5, 0.0, 0.56, 0.22, MIT
0.58, 0.58, 0.58, 0.49, 0.5, 0.0, 0.49, 0.26, MIT
0.72, 0.61, 0.37, 0.3, 0.5, 0.0, 0.57, 0.22, MIT
0.42, 0.58, 0.41, 0.65, 0.5, 0.0, 0.46, 0.26, MIT
0.37, 0.58, 0.44, 0.51, 0.5, 0.0, 0.44, 0.22, MIT
0.67, 0.68, 0.46, 0.29, 0.5, 0.0, 0.46, 0.22, MIT
0.7, 0.65, 0.54, 0.28, 0.5, 0.0, 0.6, 0.4, VAC
0.56, 0.41, 0.58, 0.21, 0.5, 0.0, 0.42, 0.22, CYT
0.31, 0.46, 0.54, 0.52, 0.5, 0.0, 0.5, 0.34, NUC
0.38, 0.51, 0.75, 0.17, 0.5, 0.0, 0.55, 0.22, CYT
0.46, 0.43, 0.49, 0.79, 0.5, 0.0, 0.49, 0.63, NUC
0.37, 0.34, 0.32, 0.22, 0.5, 0.0, 0.56, 0.22, ME3
0.84, 0.66, 0.36, 0.78, 0.5, 0.0, 0.49, 0.5, ME1
0.37, 0.43, 0.62, 0.27, 0.5, 0.0, 0.48, 0.22, NUC
0.55, 0.66, 0.57, 0.32, 0.5, 0.0, 0.57, 0.34, CYT
0.37, 0.33, 0.5, 0.12, 0.5, 0.0, 0.51, 0.54, CYT
0.69, 0.48, 0.38, 0.15, 0.5, 0.0, 0.55, 0.22, ME2
0.44, 0.51, 0.48, 0.38, 0.5, 0.0, 0.52, 0.22, CYT
0.57, 0.59, 0.5, 0.58, 0.5, 0.0, 0.53, 0.22, MIT
0.34, 0.35, 0.61, 0.19, 0.5, 0.0, 0.52, 0.25, NUC
0.44, 0.41, 0.58, 0.2, 0.5, 0.0, 0.57, 0.25, CYT
0.45, 0.57, 0.3, 0.17, 0.5, 0.0, 0.51, 0.22, ME3
0.5, 0.53, 0.45, 0.44, 0.5, 0.0, 0.49, 0.22, MIT
0.45, 0.38, 0.59, 0.18, 0.5, 0.0, 0.44, 0.45, NUC
0.58, 0.55, 0.52, 0.22, 0.5, 0.0, 0.44, 0.22, MIT
0.85, 0.56, 0.33, 0.38, 1.0, 0.0, 0.55, 0.25, ERL
0.36, 0.35, 0.47, 0.22, 0.5, 0.0, 0.44, 0.31, ME3
0.43, 0.38, 0.51, 0.24, 0.5, 0.0, 0.46, 0.33, NUC
0.68, 0.5, 0.55, 0.65, 0.5, 0.0, 0.46, 0.31, MIT
0.58, 0.49, 0.5, 0.41, 0.5, 0.0, 0.57, 0.22, MIT
0.51, 0.47, 0.41, 0.44, 0.5, 0.0, 0.5, 0.22, ME3
0.32, 0.47, 0.55, 0.25, 0.5, 0.0, 0.49, 0.22, MIT
0.53, 0.48, 0.45, 0.44, 0.5, 0.0, 0.49, 0.27, MIT
0.49, 0.48, 0.46, 0.63, 0.5, 0.0, 0.52, 0.22, MIT
0.46, 0.55, 0.61, 0.13, 0.5, 0.0, 0.47, 0.22, CYT
0.66, 0.66, 0.32, 0.54, 0.5, 0.0, 0.51, 0.22, ME2
0.36, 0.4, 0.53, 0.48, 0.5, 0.0, 0.48, 0.22, MIT
0.5, 0.46, 0.64, 0.36, 0.5, 0.0, 0.49, 0.22, MIT
0.55, 0.53, 0.54, 0.4, 0.5, 0.0, 0.48, 0.22, MIT
0.81, 0.79, 0.32, 0.37, 0.5, 0.0, 0.41, 0.22, ME1
0.49, 0.6, 0.55, 0.17, 0.5, 0.0, 0.44, 0.22, CYT
0.5, 0.36, 0.53, 0.41, 0.5, 0.0, 0.55, 0.36, CYT
0.47, 0.5, 0.55, 0.19, 0.5, 0.0, 0.62, 0.22, CYT
0.35, 0.44, 0.54, 0.26, 0.5, 0.0, 0.52, 0.26, NUC
0.64, 0.76, 0.51, 0.18, 0.5, 0.0, 0.46, 0.22, NUC
0.9, 0.54, 0.59, 0.2, 0.5, 0.0, 0.48, 0.22, NUC
0.88, 0.59, 0.54, 0.39, 0.5, 0.0, 0.41, 0.3, NUC
0.7, 0.51, 0.47, 0.24, 0.5, 0.0, 0.53, 0.25, NUC
0.83, 0.57, 0.42, 0.57, 0.5, 0.0, 0.5, 0.32, ME2
0.48, 0.49, 0.45, 0.23, 0.5, 0.0, 0.51, 0.22, ME3
0.39, 0.42, 0.49, 0.1, 0.5, 0.0, 0.49, 0.65, NUC
0.75, 0.6, 0.43, 0.35, 0.5, 0.0, 0.45, 0.27, MIT
0.56, 0.68, 0.52, 0.39, 0.5, 0.0, 0.36, 0.22, MIT
0.59, 0.58, 0.47, 0.61, 0.5, 0.0, 0.44, 0.3, MIT
0.45, 0.41, 0.49, 0.14, 1.0, 0.0, 0.53, 0.3, CYT
0.38, 0.45, 0.37, 0.19, 0.5, 0.0, 0.52, 0.3, ME3
0.56, 0.5, 0.56, 0.26, 0.5, 0.0, 0.53, 0.27, NUC
0.46, 0.37, 0.48, 0.36, 0.5, 0.0, 0.48, 0.22, POX
0.63, 0.55, 0.53, 0.51, 0.5, 0.0, 0.55, 0.22, VAC
0.52, 0.46, 0.56, 0.2, 0.5, 0.0, 0.5, 0.22, CYT
0.77, 0.57, 0.45, 0.17, 0.5, 0.0, 0.53, 0.22, CYT
0.52, 0.37, 0.48, 0.13, 0.5, 0.0, 0.55, 0.22, NUC
0.34, 0.35, 0.58, 0.2, 0.5, 0.0, 0.46, 0.32, NUC
0.43, 0.46, 0.5, 0.21, 0.5, 0.0, 0.49, 0.34, CYT
0.49, 0.45, 0.54, 0.4, 0.5, 0.0, 0.55, 0.22, MIT
0.43, 0.48, 0.53, 0.18, 0.5, 0.0, 0.46, 0.22, NUC
0.47, 0.43, 0.48, 0.16, 0.5, 0.0, 0.46, 0.27, NUC
0.45, 0.54, 0.49, 0.29, 0.5, 0.0, 0.49, 0.25, NUC
0.55, 0.59, 0.53, 0.15, 0.5, 0.0, 0.49, 0.22, NUC
0.32, 0.49, 0.53, 0.28, 0.5, 0.0, 0.5, 0.5, NUC
0.46, 0.41, 0.58, 0.1, 0.5, 0.0, 0.48, 0.22, NUC
0.4, 0.66, 0.34, 0.21, 0.5, 0.0, 0.52, 0.26, NUC
0.47, 0.45, 0.51, 0.33, 0.5, 0.0, 0.46, 0.26, NUC
0.54, 0.55, 0.56, 0.14, 0.5, 0.0, 0.5, 0.25, CYT
0.27, 0.31, 0.55, 0.13, 0.5, 0.0, 0.5, 0.22, NUC
0.57, 0.42, 0.63, 0.22, 0.5, 0.0, 0.68, 0.32, NUC
0.36, 0.49, 0.55, 0.21, 0.5, 0.0, 0.55, 0.33, NUC
0.57, 0.43, 0.52, 0.3, 0.5, 0.0, 0.37, 0.11, CYT
0.59, 0.51, 0.48, 0.12, 0.5, 0.0, 0.54, 0.31, CYT
0.37, 0.44, 0.64, 0.48, 0.5, 0.0, 0.36, 0.27, CYT
0.72, 0.37, 0.63, 0.38, 0.5, 0.0, 0.4, 0.14, CYT
0.63, 0.64, 0.45, 0.26, 0.5, 0.0, 0.43, 0.22, CYT
0.58, 0.44, 0.5, 0.26, 0.5, 0.0, 0.52, 0.22, CYT
0.4, 0.45, 0.61, 0.29, 0.5, 0.0, 0.44, 0.22, CYT
0.56, 0.35, 0.47, 0.35, 0.5, 0.0, 0.52, 0.22, CYT
0.48, 0.55, 0.48, 0.1, 0.5, 0.0, 0.55, 0.22, CYT
0.32, 0.44, 0.54, 0.21, 0.5, 0.0, 0.4, 0.19, CYT
0.38, 0.5, 0.52, 0.44, 0.5, 0.0, 0.54, 0.11, CYT
0.39, 0.46, 0.33, 0.18, 0.5, 0.0, 0.53, 0.22, ME3
0.49, 0.38, 0.56, 0.09, 0.5, 0.0, 0.46, 0.22, CYT
0.51, 0.51, 0.32, 0.27, 0.5, 0.0, 0.54, 0.22, ME3
0.55, 0.72, 0.35, 0.26, 0.5, 0.0, 0.49, 0.22, ME3
0.47, 0.44, 0.53, 0.18, 0.5, 0.0, 0.47, 0.29, NUC
0.33, 0.47, 0.55, 0.24, 0.5, 0.0, 0.45, 0.67, NUC
0.52, 0.47, 0.58, 0.18, 0.5, 0.0, 0.34, 0.11, CYT
0.57, 0.55, 0.51, 0.18, 0.5, 0.0, 0.51, 0.43, NUC
0.52, 0.45, 0.45, 0.13, 0.5, 0.0, 0.48, 0.22, NUC
0.37, 0.29, 0.45, 0.15, 0.5, 0.0, 0.49, 0.22, NUC
0.37, 0.48, 0.67, 0.37, 0.5, 0.0, 0.56, 0.62, NUC
0.52, 0.56, 0.55, 0.16, 0.5, 0.0, 0.53, 0.39, CYT
0.51, 0.5, 0.49, 0.45, 0.5, 0.0, 0.48, 0.22, MIT
0.45, 0.57, 0.52, 0.21, 0.5, 0.0, 0.54, 0.38, NUC
0.75, 0.76, 0.58, 0.22, 0.5, 0.0, 0.49, 0.22, EXC
0.58, 0.37, 0.58, 0.16, 0.5, 0.0, 0.51, 0.22, NUC
0.38, 0.34, 0.55, 0.44, 0.5, 0.0, 0.48, 0.26, CYT
0.78, 0.73, 0.27, 0.28, 0.5, 0.0, 0.56, 0.22, ME1
0.59, 0.51, 0.47, 0.21, 0.5, 0.0, 0.47, 0.22, CYT
0.39, 0.47, 0.49, 0.2, 0.5, 0.0, 0.53, 0.26, CYT
0.52, 0.45, 0.53, 0.34, 0.5, 0.0, 0.52, 0.44, CYT
0.44, 0.54, 0.51, 0.16, 0.5, 0.0, 0.58, 0.22, CYT
0.55, 0.39, 0.39, 0.47, 0.5, 0.0, 0.5, 0.83, ME3
0.59, 0.48, 0.41, 0.53, 0.5, 0.0, 0.48, 0.56, ME3
0.79, 0.56, 0.53, 0.19, 0.5, 0.0, 0.47, 0.35, CYT
0.5, 0.43, 0.56, 0.17, 0.5, 0.0, 0.35, 0.22, NUC
0.47, 0.46, 0.49, 0.27, 0.5, 0.0, 0.59, 0.22, CYT
0.46, 0.47, 0.62, 0.3, 0.5, 0.0, 0.38, 0.22, CYT
0.66, 0.37, 0.6, 0.25, 0.5, 0.0, 0.69, 0.22, MIT
0.48, 0.49, 0.49, 0.26, 0.5, 0.0, 0.39, 0.27, VAC
0.25, 0.4, 0.54, 0.16, 0.5, 0.0, 0.43, 0.22, CYT
0.39, 0.63, 0.41, 0.27, 0.5, 0.0, 0.49, 0.22, ME3
0.88, 0.75, 0.41, 0.36, 0.5, 0.0, 0.43, 0.22, ME2
0.49, 0.49, 0.4, 0.2, 0.5, 0.0, 0.48, 0.26, ME3
0.24, 0.25, 0.57, 0.28, 0.5, 0.0, 0.51, 0.11, CYT
0.22, 0.53, 0.36, 0.22, 0.5, 0.0, 0.54, 0.31, ME3
0.46, 0.59, 0.38, 0.12, 0.5, 0.0, 0.5, 0.22, ME3
0.29, 0.39, 0.46, 0.36, 0.5, 0.0, 0.51, 0.22, NUC
0.35, 0.32, 0.31, 0.16, 0.5, 0.0, 0.56, 0.22, ME3
0.69, 0.57, 0.39, 0.19, 0.5, 0.0, 0.48, 0.39, ME2
0.75, 0.73, 0.35, 0.33, 0.5, 0.0, 0.49, 0.28, ME1
0.4, 0.4, 0.44, 0.37, 0.5, 0.0, 0.53, 0.25, NUC
0.38, 0.56, 0.38, 0.16, 0.5, 0.0, 0.53, 0.22, ME3
0.47, 0.5, 0.6, 0.63, 0.5, 0.0, 0.38, 0.16, CYT
0.57, 0.59, 0.49, 0.86, 0.5, 0.0, 0.47, 0.22, NUC
0.52, 0.53, 0.58, 0.69, 0.5, 0.0, 0.5, 0.22, MIT
0.71, 0.5, 0.5, 0.18, 0.5, 0.0, 0.46, 0.22, CYT
